song_id,title,artist_name,artist_id,release,year,duration,tempo,loudness,key,key_confidence,mode,mode_confidence,time_signature,time_signature_confidence,artist_hotttnesss,song_hotttnesss,energy,danceability
SOEKSGJ12A67AE227E,Crawling (Album Version),Linkin Park,ARQUMH41187B9AF699,Hybrid Theory,2000,208.95302,105.095,-6.052,4,0.247,1,0.464,4,0.873,0.7911430023895633,0.8722290226088538,0.0,0.0
SOVPBXO12AB0188671,Bennie,Koffi Olomidé,ARCQ3LZ1187FB49B42,Les incontournables du Congo,0,625.78893,89.572,-7.164,0,0.66,1,0.585,5,0.7,0.31161748493154134,,0.0,0.0
SOAMBCI12AC4685087,Playa del sous-sol,Alain-François,ARWNTXK11EBCD7BBFB,Vivant,0,172.01587,107.986,-5.704,4,0.517,1,0.491,4,0.273,0.30091842861713314,,0.0,0.0
SOQNRHE12A8AE4849A,Fascinating Rhythm (Instrumental) (2007 Digital Remaster),Billy May & His Orchestra,AR7SVRP1187FB55875,The Original Ballroom Dancing Album,0,312.92036,103.532,-10.703,8,0.054,1,0.377,1,0.401,0.39046557975011453,,0.0,0.0
SOZKFHV12A6D4F996F,I'm Not Moving,Phil Collins,AR9W3X91187FB3994C,Face Value,1981,154.93179,100.042,-15.433,5,0.682,0,0.672,4,0.753,0.5783016335967479,0.5968407035530287,0.0,0.0
SOSRIVF12AB017DF0E,Grand Frère,Philippe Sarde,ARWNRBH1187B9B7E68,Princesses / Un Frère,0,528.22159,137.658,-23.178,0,0.516,0,0.536,4,0.056,0.34369744996261,,0.0,0.0
SOIDSPL12AB0182DF0,Up Above My Head,Sister Rosetta Tharpe & Marie,AR6TD9K1187B9A207D,Backline Volume 47,2004,146.80771,80.893,-7.386,9,0.425,0,0.41,4,0.0,0.36035044785399334,,0.0,0.0
SOPVMQT12A679C8040,Columbia,Oasis,ARBUOOR1187B997391,Supersonic,0,324.80608,100.146,-7.588,2,0.046,1,0.392,4,1.0,0.5533936630558898,,0.0,0.0
SOIAZJL12A6D4F854E,Radar For Love,Kiss,ARMI8BW1187FB57B2E,Asylum,0,241.08363,99.761,-8.021,9,0.87,1,0.637,1,0.0,0.5867299132778079,0.5384224029706356,0.0,0.0
SOCPFDY12AB018300D,Antarctica Starts Here,John Cale,ARUI8651187B9ACF52,Paris s'éveille,1973,199.96689,110.1,-20.172,5,0.785,1,0.609,4,1.0,0.48165586241245567,,0.0,0.0
SOVOTBC12A6D4F696A,Out In The Street (Live) (2008 Digital Remaster),UFO,AROATPL1187FB48E12,Strangers In The Night (Remaster),0,314.17424,131.5,-6.763,2,0.977,1,0.761,4,0.071,0.4533990832902461,,0.0,0.0
SOOQCOC12A8C132A5A,Heavy On My Mind (Album Version),Back Door Slam,AR531IG1187FB59B35,Roll Away,2007,319.84281,92.971,-4.325,3,0.515,0,0.573,4,0.285,0.411545813621729,0.6248335335556564,0.0,0.0
SOQYSAU12AB018263A,Everyone make love,Cool cavemen,ARYZ1NG1187FB3FD40,Multipolar,0,234.762,93.715,-5.976,10,0.784,0,0.698,5,0.826,0.22879205843535128,,0.0,0.0
SOKLGLN12A8C13D204,Calm Da Seas,Dave Hollister,ARXP7MQ1187FB3AC5F,Witness Protection,2008,258.16771,117.936,-5.193,11,0.242,1,0.438,4,1.0,0.45966046322159376,0.42744657148843085,0.0,0.0
SOMMPRY12A8C131C5C,Ran Kan Kan,Nestor Torres,ARXJSHW1187B9A2A52,Mi Alma Latina (My Latin Soul),0,191.63383,78.843,-5.648,7,0.383,1,0.416,7,0.758,0.3531562974667231,0.2652136277654528,0.0,0.0
SORDYIS12A6D4F64EC,I Found You,The Impressions,ARCT5P61187FB3D950,The Impressions,1963,207.35955,121.896,-16.489,1,0.607,1,0.701,4,0.507,0.4102474074764877,,0.0,0.0
SOFIYUN12AB0184842,Afraid Of Change (Tribal Vocal Mix),Casa Bulga,ARSQFIK11F50C4D038,Afraid Of Change,2003,401.24036,0.0,-7.327,10,0.596,0,0.604,3,1.0,0.0,,0.0,0.0
SOIHVVZ12A8C138E9D,Grow Up_ Grow Old,Debbie Davies,AR7OCK81187B98D1F1,Love The Game,0,283.79383,107.183,-7.961,0,0.73,1,0.66,1,0.0,0.3431334973952383,0.3347065490692206,0.0,0.0
SOJIRAY12A8C141F8B,Walk Away From Love,Willie Clayton,ARUG6DV1187B992475,Willie Clayton's Greatest Hits - Midnight Doctor,0,260.51873,105.863,-10.646,10,0.675,1,0.563,4,1.0,0.37455792647989944,0.26355950970100545,0.0,0.0
SOMGMSS12A8C13492A,Rainbow Country (Red Gold And Green Version),Bob Marley & The Wailers,ARAZCWP129462A97F1,Mystic Mixes - An Exclusive Remix Collection,2001,258.29832,152.99,-5.308,8,0.269,0,0.521,4,0.42,0.570106511951141,,0.0,0.0
SOMAFQT12A8AE47E8D,Strange Things,Tanto Metro & Devonte,AR202MX1187B9B0383,Riddim Driven: Celebration,2004,158.1971,104.465,-6.712,7,0.147,1,0.474,4,1.0,0.33672684140890796,0.0,0.0,0.0
SOSNDGZ12AB017D82F,Screamin' & Hollerin' The Blues,Alvin Youngblood Hart,ARCLJQZ11E2835CE37,Screamin' and Hollerin' The Blues,0,208.84853,111.523,-9.186,3,0.0,1,0.094,1,0.0,0.34843419690439803,0.3347065490692206,0.0,0.0
SOOOCMS12A8C1413F3,Dholna Dholna,Naseebo Lal,ARBY23A1187B9A82E4,Ronde Ne Nain,0,376.16281,151.983,-12.746,7,0.857,1,0.681,4,0.203,0.0,,0.0,0.0
SOHJXBB12A8C1437B7,Parchman Farm,Hot Tuna,AREOGMA1187B9908EF,LIVE AT SWEETWATER II,2004,461.71383,138.512,-9.989,1,0.979,0,0.711,4,0.661,0.40517835890761195,,0.0,0.0
SOIKPOX12A58A7BA0B,A Lo Clasico,Daddy Yankee,ARBNXYA1187FB51C50,El Cartel: The Big Boss,2007,235.15383,91.026,-4.13,4,0.085,0,0.39,4,1.0,0.562506672288816,0.48711219486346274,0.0,0.0
SONTYQS12AB017F461,Zhi Xiang Ni hui Yi,Hacken Lee,ARFERPC1187FB557F6,De Xin Ying Shou Yan Chang Hui 2006,0,424.82893,124.984,-15.198,7,0.699,1,0.75,3,0.989,0.34197680383144013,,0.0,0.0
SOVZOZW12AB018881A,Amaze,Jimmy Riley,ARD3ICK1187B9A56C9,Love Canticle,0,216.39791,159.943,-6.895,1,0.0,1,0.167,4,0.0,0.299705214086752,0.0,0.0,0.0
SOYMQQN12A58A7D293,Radio Rape,The Cortinas,ARHQYFB1187FB4AECF,Please Don't Hit Me,1978,219.01016,134.985,-7.687,4,0.861,1,0.954,3,0.884,0.36951156516797784,0.2884816426560289,0.0,0.0
SOKRTAB12A8C1371C9,Ain't No Game,Masta Ace Incorporated,ARCMYSA1187FB4A8E8,Sittin' On Chrome,1995,295.1571,88.12,-7.687,11,0.111,1,0.295,5,0.722,0.3920757801423852,0.5675917250423912,0.0,0.0
SOMZNFA12A6D4F8A2A,Cavaleiro De Aruanda,Jongo Trio,ARRLCY71187B9A0FC6,Jongo Trio,0,157.72689,144.581,-8.151,2,0.192,1,0.487,4,0.0,0.20639450482725655,,0.0,0.0
SOIGFAH12A8AE4697D,TELL ME WHY,George Nooks,ARB78VW1187B98F81C,RIDDIM DRIVEN - SLOW DOWN THE PACE,0,221.90975,152.172,-7.398,7,0.0,1,0.198,4,0.816,0.3395324203493744,,0.0,0.0
SOGLXHC12A58A7C184,Czwarty,Energy,ARJE0KX1187FB53E82,Energy,0,310.9873,87.512,-5.941,2,0.112,1,0.282,4,0.761,0.4174057975201058,,0.0,0.0
SOSMUXL12A8C136808,Washington Post (1998 Digital Remaster),Felix Slatkin/Concert Arts Symphonic Band,ARASWKT1187B9923B7,The Military Band - Salute to the Services,0,151.17016,124.056,-15.019,5,0.348,1,0.462,4,0.0,0.2916990799372148,,0.0,0.0
SOYBJJE12A8C13CC79,No Pienses Asi,Eddie Palmieri,ARM7UY51187B993E17,Eddie Palmieri/Lala Rodrigues/Ismael Quintana - Gold 1973-1976,1973,266.50077,153.309,-17.886,10,0.414,0,0.464,1,0.0,0.368446211679491,,0.0,0.0
SOQKFHB12AB0186B13,Cavalleria Rusticana,William Orbit,ARZS5VW1187FB567E8,Pieces In A Modern Style,2000,199.8624,131.281,-21.82,5,0.64,1,0.705,4,0.887,0.42495308411251165,0.5040343408054411,0.0,0.0
SOYPBEP12A8AE4853A,Forever,Chris Brown,ARXOTQH1187FB57084,Forever,0,389.25016,85.322,-2.991,11,0.712,1,0.463,1,0.169,0.830356766356765,,0.0,0.0
SOAGBQA12AB0180400,Amor a Medias,HA-ASH,ARX0X2D1187B99F515,Mundos Opuestos,2005,253.90975,136.945,-5.548,9,0.385,1,0.32,4,0.284,0.38791159898405514,0.5763999812554107,0.0,0.0
SOSQIHH12A8C13370B,15 Step,Radiohead,ARH6W4X1187B99274F,In Rainbows,2007,237.21751,188.91,-7.057,1,0.623,1,0.763,5,0.68,0.683658060202375,0.476435219642529,0.0,0.0
SOIFGXP12AB0182AE8,I Love Your Way,Kashief Lindo,ARFLZK31187B9B0E15,Love Knows The Way,0,238.15791,86.481,-5.85,9,0.0,1,0.0,4,0.304,0.32981032859254966,0.0,0.0,0.0
SOGHPNO12A582A2482,Lookin' For Me Somewhere,BoDeans,ARKL75U1187FB5B8B6,Love & Hope & Sex & Dreams [Deluxe Edition],1986,186.20036,156.285,-13.845,7,1.0,1,0.864,1,0.0,0.4059673692017926,0.2998774882739778,0.0,0.0
SOHKLCA12A8C1414AB,Raise Your Hands,Bon Jovi,ARDVZTE1187FB5A0A1,Who Says You Can't Go Home,1986,311.27465,139.95,-4.857,1,1.0,1,0.808,4,0.203,0.7188914556702095,,0.0,0.0
SODOBCV12A8C135BB3,Rainbow Dance,John Tchicai,AR15YLD1187FB3D4DD,Anybody Home?,0,182.36036,154.731,-31.391,3,0.467,0,0.312,5,0.543,0.281396284444565,0.0,0.0,0.0
SOESBTV12A8C1407EB,Champagne & Reefer,Bongzilla,ARRH2S81187B98C8AA,Amerijuanican,2005,286.58893,97.265,-4.627,9,0.437,1,0.353,3,1.0,0.4460715844124553,0.5367888864406624,0.0,0.0
SOEKXKK12A8C1367A0,No More Doggin',Otis Spann,AR243ZT1187B9A98D2,The Biggest Thing Since Colossus,1995,180.40118,63.255,-12.931,0,0.715,1,0.736,4,0.27,0.36868937254805195,0.42744657148843085,0.0,0.0
SOCOSSE12AB01828C7,I Need a Veggie,John Holt,ARJPZSG1187FB3E985,His Story,0,228.30975,131.297,-9.603,0,0.304,1,0.398,4,0.887,0.42479123557056614,0.3231121208952123,0.0,0.0
SORXMMR12A6D4FBCF7,Get Happy,Danny Wilson,AR6QQY41187B990574,The Best Of Danny Wilson,0,126.53669,92.591,-8.515,5,0.527,1,0.51,4,0.673,0.36290298564883927,0.21204540548371908,0.0,0.0
SONWNRW12AB018290A,I'll Wait for You Dear,Al Dexter,AR23F7J1187B9A550F,Country Lovers_ Vol. 2,0,150.9873,102.707,-16.627,9,0.432,1,0.304,4,0.876,0.30760066407570574,,0.0,0.0
SORKWDV12A8C13B43B,From Afar (Album Version),Van Halen,ARNLO5S1187B9B80CC,Van Halen III,1998,324.23138,87.899,-9.057,4,0.696,0,0.638,1,0.445,0.5799889824287546,0.6853511176163042,0.0,0.0
SOSFURN12A58A7AC5F,Cry For Love,Capleton,ARNZPLV1187FB3DF5D,Kings of Zion,0,216.81587,137.425,-10.336,1,0.551,0,0.506,3,1.0,0.41005362267597006,0.0,0.0,0.0
SOBOJXY12A6D4F79A0,Uncle B.S. - 1963,Tim Wilson,ARDNS031187B9924F0,Gettin' My Mind Right,1999,100.67546,88.576,-12.36,5,0.261,1,0.297,5,0.772,0.3499126116745628,0.0,0.0,0.0
SOZNTZO12A8C13AA7E,Wohär dr Wind wäiht,Kisha,ARUACR61187FB3AB37,Stoffwächsu,0,203.04934,152.792,-7.222,0,0.163,1,0.44,4,0.181,0.3499061970800659,,0.0,0.0
SOPGCJJ12A58A796B7,Volumatic Spacer Device,The Chap,AROJAG11187B9B71A3,Lo Compilation Mix By Susumu Yokota,2003,207.28118,123.007,-8.337,6,0.425,0,0.681,4,0.566,0.457611173992295,0.4072330149011048,0.0,0.0
SOAODBX12AB01829C5,Putt Jhatt Da Gulabi Phull Varga,DJ Vix,AREMHJX1187FB41DAB,The Official Moviebox Vix Tape Vol.1,0,98.76853,195.755,-3.423,11,0.135,0,0.257,4,0.0,0.34425375042218076,0.2707759989463275,0.0,0.0
SOSNAWZ12A6D4F74DF,Namibia,Ziggy Marley And The Melody Makers,ARLUAK21187B9B785A,Jahmekya,0,246.54322,110.873,-11.912,7,0.718,1,0.758,4,0.031,0.5384911275040679,0.0,0.0,0.0
SOOLZKK12A58A80000,Unlearn,Crematorium,ARCLBZ01187B98D025,For All Our Sins,0,210.1024,122.186,-7.148,8,0.153,0,0.212,4,0.61,0.305093197499329,,0.0,0.0
SOFYJDL12A58A7DD52,Vargbrodern Talar,Månegarm,ARVJ6541187B9A4C3E,Vargstenen,2007,92.76036,163.086,-6.769,4,0.016,0,0.009,4,0.0,0.41741302397052693,0.5943593657626797,0.0,0.0
SOVNTGC12AB01818F3,Sweet Lady,Ernest Ranglin / Floyd Lloyd,ARP23RL1187FB497FE,Ska Wey Dat,0,271.77751,127.07,-4.909,3,0.426,1,0.489,1,0.0,0.4245078859561901,0.0,0.0,0.0
SOHOPYC12AB0188EFC,Forever,Franco,ARPHH7Z1187B9B6A3A,Retro Years,0,251.61098,89.984,-9.387,1,0.569,0,0.67,3,0.731,0.45327023630649965,,0.0,0.0
SOQKBQI12AB0182711,3,Britney Spears,AR03BDP1187FB5B324,3,2009,465.47546,131.999,-6.278,1,0.309,1,0.409,5,1.0,0.6072572795814319,,0.0,0.0
SOUZAFY12A8C136709,Sleuthing,Danny Elfman,AR2H1J41187FB5C640,Men In Black II - Music From The Motion Picture,2002,140.87791,86.901,-22.435,5,0.158,0,0.418,5,0.328,0.5494459610037913,0.38393468427870303,0.0,0.0
SOHPAVE12A8AE47190,Meet Me in the City,Junior Kimbrough,ARRM70G1187B9A7F64,Meet Me in the City,1997,190.06649,129.584,-14.023,7,0.007,0,0.239,4,0.338,0.4271229698860146,0.6183523886236763,0.0,0.0
SOJCTES12AB01867CC,Drama  (LP Version),Liquid Gang,ARU4JBP1187B99263F,Sunshine,0,226.0371,143.963,-4.945,1,0.418,0,0.281,4,1.0,0.3327371975770705,0.2623089972119452,0.0,0.0
SOLNEKT12AB0187086,Oh What A Feeling,Everly Brothers,AREZMPH11F4C83B364,The Very Best Of,0,125.02159,82.461,-15.036,7,0.079,1,0.494,4,0.0,0.4641565035576794,0.34580223396532944,0.0,0.0
SOVGOOO12AB0182D50,So hell mit Klause Duo,Flowin Immo et Les Freaqz,ARPTHEV123E29C17B3,Immoment,2009,225.59302,83.321,-7.486,11,0.096,0,0.26,5,1.0,0.2617301296059692,0.0,0.0,0.0
SOBJTHI12A8C133758,Concerto For Saxophone (Quartet Version): Movement IV,Philip Glass,ARLIIVS1187FB5583B,Philip Glass: Saxophone,0,231.10485,176.122,-14.383,0,0.622,0,0.676,1,0.0,0.4662243003452983,,0.0,0.0
SOBBCFN12A8C13E4D9,Llama y Verás,Luis Alberto Spinetta,ARU3YYC1187FB43FEE,Silver Sorgo,2001,209.47546,196.52,-16.079,9,0.467,1,0.517,3,1.0,0.4398438541325515,,0.0,0.0
SONXKIQ12A8C13292A,Heyya Heyya,Ramy Ayach,ARE04031187B9AB97F,Albi Mal,0,239.80363,88.015,-5.942,10,0.505,0,0.451,4,0.567,0.32207054698217524,,0.0,0.0
SOKQLLS12AB0188EC1,Misty Valley,Frank Chacksfield & His Orchestra,ARUIRHK1187FB55534,Velvet And Lovely Lady,2001,155.37587,151.195,-19.61,0,0.406,1,0.482,3,0.722,0.3282376641531046,,0.0,0.0
SOIIANJ12AB0184B3E,Sehnsuchtsexpress,Frl.Menke,AR3YBMD1187B99F15C,Ich will's gefährlich,0,217.20771,90.954,-11.016,5,0.755,1,0.665,4,0.464,0.31006542453762087,,0.0,0.0
SOCNBUC12A81C2075A,Come Alive,Agnostic Front,AR0O3AV1187FB4D030,Warriors,2007,122.17424,185.453,-5.218,2,0.312,1,0.43,7,0.716,0.5043077259823238,0.7046497558543723,0.0,0.0
SOBBHAH12A6310FF6B,Spitting Games,Snow Patrol,ARVN9FZ1187FB393F1,Snow Patrol: Sessions@AOL,2003,229.642,74.576,-14.848,7,0.725,1,0.735,1,0.0,0.667294595643469,,0.0,0.0
SOBDENU12CF5465247,Drones,Rise Against,ARZWK2R1187B98F09F,The Sufferer & The Witness,2006,181.57669,209.141,-3.696,3,0.301,0,0.336,4,0.0,0.696161109835502,,0.0,0.0
SOVPFPD12A8C13921A,Do Your Will (Album Version),The Rance Allen Group,AR77FBJ1187FB49D8D,All the Way,0,337.162,105.994,-4.152,0,0.764,1,0.572,4,1.0,0.3140117898326241,0.36560316273784,0.0,0.0
SOHVPTO12A8C138ADF,Check the bomb,Refractory,ARA6H4G1187B99E2F2,Refractory,0,358.89587,123.96,-5.613,5,0.02,1,0.596,5,0.495,0.4412980765062673,0.0,0.0,0.0
SOUXAJS12AB0184E3B,System of Play,Theodor Zox,AR1AIC51187B98C03F,Run Away,0,381.23057,83.991,-11.941,2,0.015,1,0.353,3,1.0,0.3361063415448203,0.0,0.0,0.0
SOQXNQP12A8C134AD7,Trying To Get To Heaven,Bob Dylan,AR5FP401187FB523C9,Time Out Of Mind,1997,320.70485,94.161,-14.089,3,0.121,1,0.346,4,0.604,0.6333399087018368,,0.0,0.0
SOCIFIF12A8C1378E5,Birch,Maximilian Hecker,ARS0W831187B9AF0B7,Lady Sleep,2005,370.02404,243.981,-13.538,5,0.399,0,0.476,4,0.271,0.4356840702087019,,0.0,0.0
SOWISQE12A6D4F7DBB,Same Old Thing,Albert Collins,ARHPDQM1187FB3C318,Collins Mix,1993,356.25751,94.557,-11.893,7,0.27,1,0.227,4,0.536,0.3956083503166371,0.42744657148843085,0.0,0.0
SOHKKXU12A67ADA08F,Voodoo Doll,Fergie,ARMRCET1187FB52049,The Dutchess,0,263.05261,129.997,-6.502,1,0.783,1,0.693,4,0.0,0.5602055463890734,0.6708272196006915,0.0,0.0
SOVKSAD12A8C142C13,Nerio Compra Una Contestadora,Los Amigos Invisibles,ARYLSGC11F43A69EF6,The New Sound of the Venezuelan Gozadera,1998,24.34567,142.453,-21.978,5,0.168,1,0.481,5,0.612,0.3706798339873494,,0.0,0.0
SONUOBX12A8C141070,Killer (Single Version),Seal,ARAIABB1187B9AC6E2,Killer,0,257.48853,117.988,-7.762,10,0.432,0,0.515,4,0.429,0.5800131829395042,0.22154865991439518,0.0,0.0
SOLVAZN12AB017DBAD,Sunset Manifesto,Flink,ARE54I01187FB3AE3D,Moog,0,160.91383,147.934,-6.103,6,0.337,0,0.354,4,0.254,0.3569509564248949,0.0,0.0,0.0
SOQGGUN12AC4689CF7,From My Hands,Salt The Wound,AR2O84Q1187FB5BF74,Ares,2009,241.162,174.424,-5.056,2,0.155,1,0.354,7,0.24,0.44522219768945687,0.6386581337361044,0.0,0.0
SOTKJVT12A6D4FAB59,Tanz,ZENFU,ARTWKNF1241B9C87E9,tiefblau,0,130.71628,143.126,-4.689,4,0.051,0,0.502,4,1.0,0.0,,0.0,0.0
SOMWSER12AAF3B3B53,Coming Back For More feat. Colin Corvez,Daniel Paul,ARVBXZ01187B997092,Coming Back For More,0,323.60444,120.04,-11.556,4,0.0,0,0.0,4,1.0,0.34729886666752735,,0.0,0.0
SORZLQQ12A8C137BB6,Paradise In Your Eyes,Winston Reedy,ARS1DCR1187B9A4A56,Love Thing,0,268.61669,130.812,-7.097,0,0.879,1,0.612,4,0.431,0.2899029316087479,,0.0,0.0
SOAHPOW12A8C142E38,Isku Pitkästä Ilosta,Korpiklaani,ARSZX2G1187B98FCCF,Karkelo,2009,250.8273,99.995,-4.535,7,0.819,1,0.585,1,0.0,0.5166585807553916,0.6378288661822131,0.0,0.0
SOQRRHL12AB017A67C,The Way I Am,Eminem,ARTH9041187FB43E1F,Curtain Call,2000,291.10812,174.731,-3.353,4,0.067,0,0.419,4,0.862,0.8048304278312782,,0.0,0.0
SOENOQK12AB01864B9,One More Ride (Digitally Remastered),Johnny Cash,ARH861H1187B9B799E,Mi Collection - Volume 2,0,120.99873,110.43,-12.308,8,0.636,1,0.534,4,1.0,0.7352088777469941,,0.0,0.0
SOMMZQP12AB0186FFE,Can't Help Falling In Love,Brian Dullaghan,AR502DZ1187B98F8E1,Songs For A Wedding - 18 Songs For That Special Day,0,190.56281,90.255,-15.892,3,0.475,1,0.636,4,1.0,0.15085776244515894,,0.0,0.0
SOMLDJP12A6D4FD967,Drunk Driving Tip,Dezz White,ARFXQZA11F4C841613,My Wife And Her Husband,0,44.93016,59.021,-15.497,4,0.0,1,0.0,4,1.0,0.25802870378298154,0.0,0.0,0.0
SOXSCPE12CF5F88012,Que Vuelvas,Shakira,AR6PJ8R1187FB5AD70,Donde Estan Los Ladrones,1998,231.75791,123.861,-7.174,2,0.549,1,0.586,4,0.837,0.7172098545666633,,0.0,0.0
SOMXLQP12AB018284C,I'm In The Mood For Love,Roger Williams,ARTE3P61187B9A709D,Songs Of The Fabulous Century,0,170.81424,100.366,-15.383,11,0.758,1,0.761,3,1.0,0.4179822750090275,,0.0,0.0
SOAHNZK12A6D4F79A9,Yesterdays,Gonzalo Rubalcaba,ARDE7I31187FB43352,The Trio,0,483.39546,70.256,-33.045,9,0.639,0,0.58,3,0.31,0.34517431863973785,0.3347065490692206,0.0,0.0
SOOBOIA12AAF3B268E,Concertino for Bass Trombone and Trombone Choir,David Taylor,ARH9NBO1187FB43904,Bass Hits,0,600.11057,144.252,-22.54,11,0.133,1,0.249,1,0.495,0.29017466692780897,,0.0,0.0
SOPTAMD12A58A7CFF3,De Tha Mai Edo,Domna Kountouri,ARGOAMH11F4C844C07,Paihnidi Isorropias,0,209.94567,99.98,-8.318,3,0.902,0,0.67,4,0.687,0.1705924994834402,0.29932044193349444,0.0,0.0
SOFPYLJ12A6D4F843F,Rachel's retribution,Anne Dudley,ARZEBW31187FB586EA,Black Book,2006,280.86812,118.326,-15.428,11,0.599,0,0.528,4,0.45,0.35199833790961566,,0.0,0.0
SOWYFAX12A6D4F7A3D,A Goodnight's Sleep,The Starting Line,ARG53231187FB3982D,Say It Like You Mean It,2002,264.41098,142.069,-5.011,9,0.074,1,0.328,4,0.723,0.5363511796557352,0.6528783924763947,0.0,0.0
SOOIZES12AB018A80F,Mui Mal_ Animal,L.A.V.I,ARTTFGF11F4C84563C,Mui Mal_ Animal,0,565.96853,0.0,-11.531,11,0.0,0,0.149,3,1.0,0.2883146802604195,,0.0,0.0
SODXUGT12A58A78B78,Cup Horn,TEN MADISON,ARIMW0M1187B99EC59,Grounded,2006,344.68526,190.038,-8.627,5,0.514,0,0.483,4,0.0,0.34829519678616305,0.3603705827121406,0.0,0.0
SONZYRS12A8C141A13,Am I That Easy To Forget,Carl Belew,ARXSPYZ1187B98972A,Country Heartbreakers,1959,140.38159,117.867,-13.338,2,0.182,1,0.567,3,0.905,0.25749632817123713,,0.0,0.0
SOWLJJU12A81C2224B,Vitamina,Sonora Carruseles,AROSW2I1187FB44866,Greatest Salsa Classic Volumen 3,1999,230.00771,108.292,-6.564,10,0.045,0,0.493,4,0.385,0.36502643774220844,0.37598430150044215,0.0,0.0
